,project.ZIP,PROJECT.NAME,AGENCY,project.CD,STATUS,artist.ZIP,project.START.date,FULL.1..amount,ART.contract..,art.contract.START,COMMUNITY.MEETING.date.s.,END.DATE,Hispanic..by.zip.code..2010,White..by.zip.code..2010,Black..by.zip.code..2010,Asian..by.zip.code..2010,Two.ore.more.races..by.zip.code..2010,American.Indian..by.zip.code..2010,Native.Hawaiin.or.Pacific.Islander...by.zip.code..2010,Age..25..by.zip.code..2010,Age.25.44..by.zip.code..2010,Age.45.64..by.zip.code..2010,Age..64..by.zip.code..2010,Median.Household.Income.2013.by.CD,X,X.1,median,pop
1,90002,Watts Branch Library,Library,15,completed,90016,05/01/92,"$25,000","$5,000",11/01/95,,3/18/97,37598,14392,13101,148,1939,371,33,25157,15682,9078,2922,44302,NA,NA,"35,020","51,223"
2,90002,Watts Fire Station No. 65,Fire,15,completed,90046,12/05/02,"$66,831","$53,200",12/05/02,01/13/04,,37598,14392,13101,148,1939,371,33,25158,15682,9078,2923,44302,NA,NA,"35,020","51,223"
3,90003,Ascot Branch Library [#2],Library,9,completed,90012,10/01/05,"$10,000","$10,000",10/01/05,n/a,5/31/07,49386,19878,16181,149,2516,516,62,31725,21432,11725,3418,28883,NA,NA,"30,912","66,266"
4,90003,Green Meadows Gymnasium,Rec+Parks,9,completed,90042,04/10/03,"$25,000","$23,780",04/10/03,06/04/03,2/23/06,49386,19878,16181,149,2516,516,61,31725,21432,11725,3418,28883,NA,NA,"30,912","66,266"
5,90003,Ascot Branch Library [#1],Library,9,completed,92870,10/15/2001,"$20,000","$20,000",10/15/2001,03/19/02,,49386,19878,16181,149,2516,516,60,31725,21432,11725,3418,28883,NA,NA,"30,912","66,266"
6,90003,77th Street Police Station,Police,9,completed,94188,9/16/1991,"$152,000","$152,000",05/01/95,n/a,11/14/97,49386,19878,16181,149,2516,516,58,31725,21432,11725,3418,28883,NA,NA,"30,912","66,266"
7,90003,Mark Twain Branch Library,Library,8,completed,90305,05/11/00,"$20,000","$20,000",05/11/00,7/31/00,1/13/03,49386,19878,16181,149,2516,516,59,31725,21432,11725,3418,30990,NA,NA,"30,912","66,266"
8,90005,Pio Pico Koreatown Branch Library,Library,10,completed,90013,01/10/01,"$20,000","$20,000",01/10/01,5/20/01;10/22/01,,19578,10953,2007,12740,1684,317,40,11900,15075,8334,3657,38674,NA,NA,"36,058","37,681"
9,90006,Good Beginnings Early Childhood Education Program,CDD,1,completed,90019,09/01/03,"$7,530","$6,200",09/01/03,09/17/03,02/11/04,44074,18869,2179,10934,2774,626,46,21547,21688,13146,4724,38674,NA,NA,"29,939","59,185"
10,90006,Pico Union Branch Library,Library,1,completed,91941,12/18/2001,"$20,000","$20,000",12/18/2001,04/09/02,6/17/04,44074,18869,2179,10934,2774,626,46,21547,21688,13146,4724,38674,NA,NA,"29,939","59,185"
11,90006,Olympic Police Station | Youth Apprenticeship in Public Art [YAPA],Police,1,in development,tbd,tbd,"$89,948","$73,758",,,,44074,18869,2179,10934,2774,626,47,21547,21688,13146,4724,38674,NA,NA,"29,939","59,185"
12,90006,Olympic Police Station | Site-Specific Artwork,Police,1,completed,2476,10/15/2003,"$283,803","$205,800",10/15/2003,1/26/4,10/17/08,44074,18869,2179,10934,2774,626,46,21547,21688,13146,4724,38674,NA,NA,"29,939","59,185"
13,90006,Pico Union Fire Station No. 13,Fire,1,completed,92371,5/18/2004,"$58,434","$50,000",5/18/2004,09/07/04,,44074,18869,2179,10934,2774,626,46,21547,21688,13146,4724,38674,NA,NA,"29,939","59,185"
14,90008,Crenshaw Fire Station No. 94,Fire,10,completed,90026,02/05/08,"$124,000","$102,000",02/05/08,none required,5/15/11,7561,2747,22581,829,1258,144,30,10188,9808,8840,4942,38674,NA,NA,"40,973","32,327"
15,90011,Newton Police Station,Police,9,completed,92866,9/16/1991,"$182,000","$182,000",12/01/94,,03/01/97,92879,35138,9764,591,4384,1219,37,49755,35378,16922,4783,28883,NA,NA,"29,969","1,03,892"
16,90011,Ross Snyder Community Center,Rec+Parks,9,completed,90039,10/01/99,"$20,000","$7,000",10/01/99,5/15/00,3/27/03,92879,35138,9764,591,4384,1219,37,49755,35379,16922,4784,28883,NA,NA,"29,969","1,03,892"
17,90011,Fred Roberts Gymnasium and Recreation Center,Rec+Parks,9,completed,90026,05/08/07,"$38,000","$39,500",05/08/07,09/26/07,05/07/11,92879,35138,9764,591,4384,1219,37,49755,35383,16922,4788,28883,NA,NA,"29,969","1,03,892"
18,90011,South LA Fire Station No. 21,Fire,9,completed,33140,4/28/2003,"$56,000","$56,000",4/28/2003,,,92879,35138,9764,591,4384,1219,37,49755,35380,16922,4785,28883,NA,NA,"29,969","1,03,892"
19,90011,Gilbert Lindsay Recreation Center,Rec+Parks,9,completed,90037,04/12/07,"$15,000","$12,300",04/12/07,09/27/07,04/11/10,92879,35138,9764,591,4384,1219,37,49755,35382,16922,4787,28883,NA,NA,"29,969","1,03,892"
20,90011,Central Ave. Neighborhood City Hall,BOE,9,completed,90037,9/19/2006,"$71,565","$58,680",9/19/2006,06/10/08,9/18/09,92879,35138,9764,591,4384,1219,37,49755,35381,16922,4786,28883,NA,NA,"29,969","1,03,892"
21,90012,Downey Child Care Center,Rec+Parks,1,completed,90046,01/01/99,"$9,100","$7,600",01/01/99,04/08/99,05/06/99,8426,8432,4260,13696,870,186,56,7550,13066,6800,4355,38674,NA,NA,"39,775","27,522"
22,90012,DWP Perimeter Picket Fence,DWP,1,completed,90063,01/01/94,"$99,500","$99,500",01/01/94,,04/01/96,8426,8432,4260,13696,870,186,56,7550,13066,6800,4355,38674,NA,NA,"39,775","27,522"
23,90012,Police Academy | New Training Facility,Police,1,active,90042,5/15/2015,"$156,097","$120,000",05/05/14,"11/12/15, 4/19/16",,8426,8432,4260,13696,870,186,56,7550,13066,6800,4355,38674,NA,NA,"39,775","27,522"
24,90012,Chinatown Branch Library [#1],Library,1,completed,90065,02/06/01,"$20,000","$20,000",02/06/01,4/26/01,03/12/03,8426,8432,4260,13696,870,186,56,7550,13066,6800,4355,38674,NA,NA,"39,775","27,522"
25,90012,North Broadway Sidehill Viaduct,BIP,1,completed,92870,8/22/2002,"$22,000","$18,040",N/A,11/07/02,,8426,8432,4260,13696,870,186,56,7550,13066,6800,4355,38674,NA,NA,"39,775","27,522"
26,90012,Chinatown Branch Library [#2],Library,1,completed,91324,06/01/05,"$15,000","$15,000",06/01/05,n/a,6/24/06,8426,8432,4260,13696,870,186,56,7550,13066,6800,4355,38674,NA,NA,"39,775","27,522"
27,90012,LADOT Bus Maintenance & CNG Facility,DOT,14,active,90292,4/22/2014,"$172,000","$141,040",07/01/14,01/05/15,,8426,8432,4260,13696,870,186,56,7550,13066,6800,4355,38032,NA,NA,"39,775","27,522"
28,90012,Police Academy | Renovation,Police,1,active,91106,5/15/2015,"$205,487","$120,000",05/05/14,"11/12/15, 4/19/16",,8426,8432,4260,13696,870,186,56,7550,13066,6800,4355,38674,NA,NA,"39,775","27,522"
29,90012,US-101 LA / Main Sts. Overcrossing Pedestrian Linkage | Ned Kahn,BIP,14,completed,95472,12/06/07,"$182,925","$149,999",12/06/07,03/21/2008; 04/24/2008,12/05/10,8426,8432,4260,13696,870,186,56,7550,13066,6800,4355,38032,NA,NA,"39,775","27,522"
30,90012,US-101 LA / Main Sts. Overcrossing Pedestrian Linkage | Infranatural,BIP,14,completed,90026,12/06/07,"$303,047","$298,499",12/06/07,03/21/2008; 04/24/2008,02/05/15,8426,8432,4260,13696,870,186,56,7550,13066,6800,4355,38032,NA,NA,"39,775","27,522"
31,90012,Emergency Operations Center | Artist-in-Residence,Police,14,in development,tbd,tbd,"$107,317","$88,000",,,,8426,8432,4260,13696,873,186,56,7550,13066,6800,4355,38032,NA,NA,"39,775","27,522"
32,90012,Metropolitan Communications Dispatch Center,Police,14,completed,90066,7/15/1998,"$150,000","$115,500",09/01/98,"5/18/99, 5/27/99",7/25/02,8426,8432,4260,13696,870,186,56,7550,13066,6800,4355,38032,NA,NA,"39,775","27,522"
33,90012,Little Tokyo Branch Library [#1],Library,14,completed,90034,10/09/01,"$20,000","$20,000",10/09/01,10/27/01; 3/2/02,6/28/05,8426,8432,4260,13696,870,186,56,7550,13066,6800,4355,38032,NA,NA,"39,775","27,522"
34,90012,Metro Detention Center | Site-Specific Artwork,Police,14,completed,10011,3/30/2004,"$241,315","$213,830",3/30/2004,,2/26/09,8426,8432,4260,13696,870,186,56,7550,13066,6800,4355,38032,NA,NA,"39,775","27,522"
35,90012,Little Tokyo Branch Library [#2],Library,14,completed,90013,10/01/04,"$15,000","$15,000",10/01/04,n/a,8/31/05,8426,8432,4260,13696,870,186,56,7550,13066,6800,4355,38032,NA,NA,"39,775","27,522"
36,90012,Aiso Street Parking,Police,14,completed,90031,11/02/05,"$300,000","$250,000",11/02/05,6/13/07,,8426,8432,4260,13696,870,186,56,7550,13066,6800,4355,38032,NA,NA,"39,775","27,522"
37,90012,Police Administration Building | Spring Street Sculptures,Police,14,completed,90291,6/18/2007,"$609,756","$500,000",6/18/2007,"11/19/2007, 12/05/2007, 12/12/2007",11/02/09,8426,8432,4260,13696,870,186,56,7550,13066,6800,4355,38032,NA,NA,"39,775","27,522"
38,90012,Police Administration Building | Auditorium FaÌ¤ade Treatment,Police,14,completed,94110,6/18/2007,"$609,756","$500,000",6/18/2007,,,8426,8432,4260,13696,870,186,56,7550,13066,6800,4355,38032,NA,NA,"39,775","27,522"
39,90012,Emergency Operations Center | Site-Specific Artwork,Police,14,in development,tbd,tbd,"$213,414","$175,000",,,,8426,8432,4260,13696,872,186,56,7550,13066,6800,4355,38032,NA,NA,"39,775","27,522"
40,90012,Metro Detention Center | TBD,Police,14,in development,tbd,tbd,"$510,503","$418,613",,,,8426,8432,4260,13696,874,186,56,7550,13066,6800,4355,38032,NA,NA,"39,775","27,522"
41,90012,Emergency Operations Center | Curated Exhibition,Police,14,in development,tbd,tbd,"$365,854","$300,000",,,,8426,8432,4260,13696,871,186,56,7550,13066,6800,4355,38032,NA,NA,"39,775","27,522"
42,90013,LAPD Scientific Investigation Division | Technical Lab,Police,14,completed,90013,7/17/2012,"$42,960","$35,500",8/15/2012,,6/22/15,2409,4386,3810,1835,509,168,17,1217,5130,4319,1463,38032,NA,NA,"17,628","11,772"
43,90013,Metro Transport Division / Main Street Parking [MTD/MSP],Police,14,in development,tbd,tbd,"$343,984","$282,067",,,,2409,4386,3810,1835,509,168,17,1217,5130,4319,1464,38032,NA,NA,"17,628","11,772"
44,90016,King Boulevard Gateway,BOE,10,completed,90013,10/25/2011,"$160,512","$150,000",10/25/2011,12/09/11,07/11/14,25462,11653,17829,1473,2375,429,54,17324,16059,11210,4770,38674,NA,NA,"37,223","47,596"
45,90016,Wilt Chamberlain Memorial Plaque,Rec+Parks,10,completed,90069,08/01/01,"$26,450","$23,000",08/01/01,N/A,7/23/02,25462,11653,17829,1473,2375,429,54,17324,16059,11210,4768,38674,NA,NA,"37,223","47,596"
46,90016,Air Treatment Facility | NCOS 6000 Jefferson,BOE,10,completed,90026,6/21/2005,"$69,000","$56,580",6/21/2005,12/07/07,11/16/10,25462,11653,17829,1473,2375,429,54,17324,16059,11210,4769,38674,NA,NA,"37,223","47,596"
47,90016,Washington Irving Branch Library,Library,10,completed,90221,06/01/93,"$23,000","$23,000",06/01/93,,04/12/01,25462,11653,17829,1473,2375,429,54,17324,16059,11210,4767,38674,NA,NA,"37,223","47,596"
48,90017,Rampart Police Station | Mural,Police,10,in development,tbd,tbd,"$91,708","$75,200",,,,16526,8266,1430,3225,1291,481,24,9377,9297,3916,1743,38674,NA,NA,"20,956","23,768"
49,90017,Rampart Police Station | Curated Exhibition,Police,10,in development,tbd,tbd,"$195,121","$160,000",,,,16526,8266,1430,3225,1291,481,24,9377,9297,3916,1743,38674,NA,NA,"20,956","23,768"
50,90018,South LA Care and Control Center,Animal Services,10,completed,90058,09/01/98,"$40,000","$33,000",09/01/98,3/15/1999,4/18/01,29312,12825,15663,1821,2326,471,65,18265,16375,11265,5154,38674,NA,NA,"33,137","49,310"
51,90018,Jefferson Branch Library,Library,10,completed,91602,11/01/98,"$20,000","$20,000",04/01/99,10/04/99,07/10/03,29312,12825,15663,1821,2326,471,65,18265,16375,11265,5154,38674,NA,NA,"33,137","49,310"
52,90019,Wilshire Police Station,Police,10,completed,90019,9/16/1994,"$150,000","$150,000",11/01/95,,3/31/99,29701,19321,15249,10149,3108,577,59,20339,23532,15899,7087,38674,NA,NA,"42,615","64,458"
53,90019,Baldwin Hills Branch Library,Library,10,completed,91602,05/06/99,"$20,000","$20,000",05/06/99,12/06/99,4/23/02,29701,19321,15249,10149,3108,577,59,20339,23532,15899,7089,38674,NA,NA,"42,615","64,458"
54,90019,Memorial Branch Library,Library,4,completed,90042,10/01/94,"$19,000","$19,000",10/01/94,5/15/95,04/01/96,29701,19321,15249,10149,3108,577,59,20339,23532,15899,7088,58888,NA,NA,"42,615","64,458"
55,90023,Sixth Street Viaduct,BIP,14,active,90027,7/25/2012,"$1,650,000","$1,353,000",12/15/15,,,44854,22777,308,273,1455,560,32,20465,15086,8077,3562,38032,NA,NA,"33,812","45,903"
56,90023,Stevenson Branch Library,Library,14,completed,90028,10/01/94,"$13,500","$13,500",10/01/94,05/06/96,12/01/96,44854,22777,308,273,1455,560,32,20465,15086,8075,3562,38032,NA,NA,"33,812","45,903"
57,90023,Air Treatment Facility | Mission & Jesse,BOE,14,completed,90023,11/17/2005,"$148,920","$77,200",05/02/13,11/03/11,6/27/15,44854,22777,308,273,1455,560,32,20465,15086,8076,3562,38032,NA,NA,"33,812","45,903"
58,90024,Westwood Parking Structure,DOT,5,completed,90065,02/01/97,"$70,000","$70,000",02/01/97,05/08/97,12/15/00,4314,29232,1018,12615,2608,79,57,25514,11056,6058,3562,64545,NA,NA,"52,965","33,588"
59,90024,Westwood Branch Library [#1],Library,5,completed,90086,6/28/2001,"$20,000","$20,000",6/28/2001,01/08/02,4/20/05,4314,29232,1018,12615,2608,79,58,25514,11056,6058,3562,64545,NA,NA,"52,965","33,588"
60,90024,Westwood Branch Library [#2],Library,5,completed,92870,09/01/04,"$15,000","$15,000",09/01/04,n/a,05/03/05,4314,29232,1018,12615,2608,79,59,25514,11056,6058,3562,64545,NA,NA,"52,965","33,588"
61,90025,Stoner Recreation Center,Rec+Parks,11,completed,90031,09/07/00,"$21,450","$17,000",09/07/00,11/01/00,03/03/03,6354,27257,1185,8382,2285,210,49,9559,20132,8673,4988,82596,NA,NA,"68,806","42,147"
62,90025,Santa Monica Blvd. Transit Parkway,BOE,5,completed,90291,08/07/03,"$398,401","$382,000",08/07/03,,,6355,27257,1186,8382,2285,210,50,9559,20132,8673,4988,64545,NA,NA,"68,806","42,147"
63,90026,LAPD Metropolitan Division [Old Rampart Renovation],Police,13,completed,90039,03/06/12,"$176,860","$145,000",03/06/12,"9/25/2014, 11/19/2014",04/08/16,38701,31713,2001,11759,3353,852,84,21064,27881,15027,6102,39268,NA,NA,"43,918","67,869"
64,90026,Edendale Branch Library,Library,13,completed,90026,5/24/2001,"$20,000","$20,000",5/24/2001,7/17/01,02/08/05,38701,31713,2001,11759,3353,852,84,21064,27881,15027,6102,39268,NA,NA,"43,918","67,869"
65,90026,Echo Park Childcare Center,Rec+Parks,1,completed,90230,12/16/1999,"$7,600","$7,600",12/28/1999,8/22/00,4/14/03,38701,31713,2001,11759,3353,852,84,21064,27881,15027,6102,38674,NA,NA,"43,918","67,869"
66,90027,Winnick Family Children's Zoo,Zoo,4,completed,87305,11/09/00,"$252,000","$252,000",11/09/00,12/00,09/12/01,9568,31535,1412,5993,2056,203,36,9309,19757,11304,6277,58888,NA,NA,"54,878","45,151"
67,90027,Los Angeles Zoo [#1] (revisited),Zoo,4,completed,90063,3/20/2002,"$297,170","$243,680",4/15/2002,11/26/06; 07/31/03,09/07/04,9569,31535,1412,5993,2056,203,36,9309,19757,11304,6277,58888,NA,NA,"54,878","45,151"
68,90027,Los Feliz Branch Library,Library,4,completed,90232,01/01/96,"$28,000","$28,000",01/01/96,04/28/97; 12/19/97,06/01/99,9567,31535,1412,5993,2056,203,36,9309,19757,11304,6277,58888,NA,NA,"54,878","45,151"
69,90028,Hollywood Fire Station No. 82,Fire,13,completed,87502,11/30/2007,"$100,000","$105,001",11/30/2007,10/14/08,3/31/16,9229,18132,2282,2396,1422,211,59,7340,13227,5873,3020,39268,NA,NA,"31,718","28,714"
70,90029,Cahuenga Branch Library,Library,13,completed,90012,10/01/94,"$19,000","$19,000",10/01/94,07/26/95,5/31/97,22660,16947,1232,6285,1898,343,40,12248,14607,8963,4061,39268,NA,NA,"35,870","38,617"
71,90031,Ave. 19 East + West Bridges,BIP,1,completed,90039,8/28/2002,"$28,000","$10,000",N/A,1/16/2003,8/27/05,26643,14012,525,9970,1475,427,25,14671,12878,8814,4206,38674,NA,NA,"34,035","39,316"
72,90031,Downey Park Swimming Pool,Rec+Parks,1,completed,90058,10/01/09,"$25,000","$20,500",10/01/09,none required,9/30/12,26643,14012,525,9970,1475,427,25,14671,12878,8814,4206,38674,NA,NA,"34,035","39,316"
73,90031,North Central Animal Care & Services Center,Animal Services,1,completed,90058,11/14/2002,"$98,000","$80,360",11/14/2002,10/11/05,2/28/07,26643,14012,525,9970,1475,427,25,14671,12878,8814,4206,38674,NA,NA,"34,035","39,316"
74,90031,Lincoln Heights Branch Library,Library,1,completed,92651,10/01/94,"$19,000","$19,000",10/01/94,4/29/95; 9/14/95,5/31/97,26643,14012,525,9970,1475,427,25,14671,12878,8814,4206,38674,NA,NA,"34,035","39,316"
75,90031,Ave. 19 Bridges,BIP,1,completed,90291,12/21/2004,"$28,000","$10,000",N/A,02/05/05,07/07/05,26643,14012,525,9970,1475,427,25,14671,12878,8814,4206,38674,NA,NA,"34,035","39,316"
76,90032,Barrio Action Youth and Family Center,BOE,14,completed,90031,11/06/06,"$45,000","$36,900",11/06/06,"2/01/07, 2/07/07",2/26/08,37372,20608,1050,5120,1878,680,33,17822,14823,9785,4809,38032,NA,NA,"44,197","45,786"
77,90032,El Sereno Recreation Center,Rec+Parks,14,completed,91030,09/01/97,"$30,000","$23,000",07/01/97,8/21/97,02/03/00,37372,20608,1050,5120,1878,680,33,17822,14823,9785,4809,38032,NA,NA,"44,197","45,786"
78,90032,El Sereno Branch Library,Library,14,completed,90031,2/20/2001,"$20,000","$20,000",2/20/2001,2/26/01,12/30/03,37372,20608,1050,5120,1878,680,33,17822,14823,9785,4809,38032,NA,NA,"44,197","45,786"
79,90032,Valley Boulevard Grade Separation,BOE,14,completed,90042,8/26/2002,"$180,000","$226,000",08/08/02,02/25/03 & 1/14/08,3/25/12,37372,20608,1050,5120,1878,680,33,17822,14823,9785,4809,38032,NA,NA,"44,197","45,786"
80,90032,El Sereno Constituent Services Center | CD 14,BOE,14,completed,90048,11/08/06,"$17,900","$15,000",11/18/2006,04/05/07,03/07/08,37372,20608,1050,5120,1878,680,33,17822,14823,9785,4809,38032,NA,NA,"44,197","45,786"
81,90033,State + Soto St. Bridges,BIP,14,completed,90291,08/06/02,"$27,930","$20,000",N/A,01/13/2003,,44703,22458,926,2124,1938,538,23,21307,15470,9045,4423,38032,NA,NA,"29,978","48,852"
82,90033,Boyle Heights Youth and Job Training Center,CDD,14,completed,90026,8/26/2002,"$50,000","$41,000",8/26/2002,03/11/03,9/26/06,44703,22458,926,2124,1938,538,23,21307,15470,9045,4423,38032,NA,NA,"29,978","48,852"
83,90033,Hollenbeck Police Station | Memorial to Fallen Officers,Police,14,active,90007,03/08/12,"$30,730","$25,000",03/08/12,5/20/15,,44703,22458,926,2124,1938,538,23,21307,15470,9045,4423,38032,NA,NA,"29,978","48,852"
